comportamento_clean,comportamento_canonico,canonical_behavior_id,comportamento_famiglia_originale,comportamento_famiglia,comportamento_famiglia_v2,comportamento_sottofamiglia_v2,meccanismo_rischio_v2,presidio_v2,severity_rank_v2,taxonomy_source,taxonomy_confidence,comportamento_tipo,row_count_kept,raw_variants_count,raw_variants,canonical_cluster_size,canonical_row_count_total,old_family_conflict,old_families_cluster,merge_source,merge_confidence,merge_note,review_flag
Cambia i diluenti della HPLC con le bottiglie al livello del busto,Cambia i diluenti della HPLC con le bottiglie al livello del busto,BEH_CAMBIA_I_DILUENTI_DELLA_HPLC_CON_LE_BOTTIGLIE_AL_LIVELLO_D_55B131,Movimentazione Manuale / Ergonomia,Chimici / Aspirazione / Sostanze pericolose,Chimici / Aspirazione / Sostanze pericolose,Gestione sostanze / lavaggi / travasi,Contatto chimico / inalazione / incendio,Procedura e presidio sostanze pericolose,1,rule_v2,high,behavior,25,1,Cambia i diluenti della HPLC con le bottiglie al livello del busto,1,25,no,Movimentazione Manuale / Ergonomia,self,self,Nessun alias identificato.,
Durante la lucidatura: abbassa lo schermo o indossa gli occhiali,Durante la lucidatura: abbassa lo schermo o indossa gli occhiali,BEH_DURANTE_LA_LUCIDATURA_ABBASSA_LO_SCHERMO_O_INDOSSA_GLI_OCC_EFDE4C,DPI occhi / viso,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,DPI occhi / viso,Proiezione / schizzi / danno occhi-viso,Uso corretto DPI occhi-viso,2,rule_v2,high,behavior,25,1,Durante la lucidatura: abbassa lo schermo o indossa gli occhiali,1,25,no,DPI occhi / viso,self,self,Nessun alias identificato.,
I bidoni delle sostanze chimiche sono chiusi,I bidoni delle sostanze chimiche sono chiusi,BEH_I_BIDONI_DELLE_SOSTANZE_CHIMICHE_SONO_CHIUSI_41E203,Chimici / Aspirazione / Lavaggi,Chimici / Aspirazione / Sostanze pericolose,Chimici / Aspirazione / Sostanze pericolose,Contenitori / etichettatura / chiusura,Contatto o uso improprio sostanze,"Contenitori chiusi, idonei ed etichettati",1,rule_v2,high,behavior,25,1,I bidoni delle sostanze chimiche sono chiusi,1,25,no,Chimici / Aspirazione / Lavaggi,self,self,Nessun alias identificato.,
Il bancale inutilizzato è abbassato a terra,Il bancale inutilizzato è abbassato a terra,BEH_IL_BANCALE_INUTILIZZATO_E_ABBASSATO_A_TERRA_8AB578,Spostamenti / Trasporto / Stoccaggio,Ergonomia / Movimentazione manuale,Ergonomia / Movimentazione manuale,Sollevamento / trasporto manuale carichi,Sovraccarico muscolo-scheletrico / strappo,Tecnica di sollevamento e ausili,3,rule_v2,high,behavior,25,1,Il bancale inutilizzato è abbassato a terra,1,25,no,Spostamenti / Trasporto / Stoccaggio,self,self,Nessun alias identificato.,
Inserisce il materiale in modo bilanciato,Inserisce il materiale in modo bilanciato,BEH_INSERISCE_IL_MATERIALE_IN_MODO_BILANCIATO_E548E3,Spostamenti / Trasporto / Stoccaggio,Stoccaggio / Materiali / Layout,Stoccaggio / Materiali / Layout,Materiali / scaffali / bancali,Caduta materiale / ingombro / urto,Stoccaggio e layout sicuro,3,rule_v2,high,behavior,25,1,Inserisce il materiale in modo bilanciato,1,25,no,Spostamenti / Trasporto / Stoccaggio,self,self,Nessun alias identificato.,
Le vernici sono depositate nell'armadio,Le vernici sono depositate nell'armadio,BEH_LE_VERNICI_SONO_DEPOSITATE_NELL_ARMADIO_8E5AC1,Chimici / Aspirazione / Lavaggi,Chimici / Aspirazione / Sostanze pericolose,Chimici / Aspirazione / Sostanze pericolose,Gestione sostanze / aspirazione / lavaggi,Contatto chimico / inalazione / incendio,Procedura e presidio sostanze pericolose,1,old_family_fallback_v2,medium,behavior,25,1,Le vernici sono depositate nell'armadio,1,25,no,Chimici / Aspirazione / Lavaggi,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Piega le ginocchia nell'aprire il cassone sotto al buratto,Piega le ginocchia nell'aprire il cassone sotto al buratto,BEH_PIEGA_LE_GINOCCHIA_NELL_APRIRE_IL_CASSONE_SOTTO_AL_BURATTO_82C629,Movimentazione Manuale / Ergonomia,Ergonomia / Movimentazione manuale,Ergonomia / Movimentazione manuale,Postura / raggiungibilità / ripetitività,Sovraccarico muscolo-scheletrico,Postura e layout ergonomico,3,rule_v2,high,behavior,25,1,Piega le ginocchia nell'aprire il cassone sotto al buratto,1,25,no,Movimentazione Manuale / Ergonomia,self,self,Nessun alias identificato.,
Svuota la caraffa con il coperchio dell'essiccatore bloccato a fine corsa,Svuota la caraffa con il coperchio dell'essiccatore bloccato a fine corsa,BEH_SVUOTA_LA_CARAFFA_CON_IL_COPERCHIO_DELL_ESSICCATORE_BLOCCA_0ADCEB,Produzione / Processo,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Forni / essiccatori / parti calde,Ustione / schiacciamento / rilascio energia,Uso corretto macchina e chiusure,1,rule_v2,high,behavior,25,1,Svuota la caraffa con il coperchio dell'essiccatore bloccato a fine corsa,1,25,no,Produzione / Processo,self,self,Nessun alias identificato.,
Usa utensili isolanti e integri su apparecchi in tensione,Usa utensili isolanti e integri su apparecchi in tensione,BEH_USA_UTENSILI_ISOLANTI_E_INTEGRI_SU_APPARECCHI_IN_TENSIONE_4D5DAF,Utensili / Taglio / Aria Compressa,Attrezzature / Utensili / Dispositivi di presa,Attrezzature / Utensili / Dispositivi di presa,Utensili manuali / attrezzi,Taglio / puntura / urto,"Uso, stato e riposizione attrezzi",2,rule_v2,high,behavior,25,1,Usa utensili isolanti e integri su apparecchi in tensione,1,25,no,Utensili / Taglio / Aria Compressa,self,self,Nessun alias identificato.,
"A fine lavoro, ripone nella cassettiera o sullo scaffale, in modo ordinato le attrezzature usate","A fine lavoro, ripone nella cassettiera o sullo scaffale, in modo ordinato le attrezzature usate",BEH_A_FINE_LAVORO_RIPONE_NELLA_CASSETTIERA_O_SULLO_SCAFFALE_IN_C1478D,Stoccaggio / Materiali,Stoccaggio / Materiali / Layout,Stoccaggio / Materiali / Layout,Materiali / scaffali / bancali,Caduta materiale / ingombro / urto,Stoccaggio e layout sicuro,3,rule_v2,high,behavior,24,1,"A fine lavoro, ripone nella cassettiera o sullo scaffale, in modo ordinato le attrezzature usate",1,24,no,Stoccaggio / Materiali,self,self,Nessun alias identificato.,
"Afferra il carrello dalla struttura, non dai telai/ganci appesi","Afferra il carrello dalla struttura, non dai telai/ganci appesi",BEH_AFFERRA_IL_CARRELLO_DALLA_STRUTTURA_NON_DAI_TELAI_GANCI_AP_6C4153,Carrelli / Transpallet / Mezzi,Attrezzature / Utensili / Dispositivi di presa,Attrezzature / Utensili / Dispositivi di presa,Ganci / telai / morsetti / golfari,Caduta materiale / schiacciamento,"Stato, fissaggio e uso corretto dispositivi di presa",2,rule_v2,high,behavior,24,1,"Afferra il carrello dalla struttura, non dai telai/ganci appesi",1,24,no,Carrelli / Transpallet / Mezzi,self,self,Nessun alias identificato.,
Finita l'attività di disimballaggio ripone il bancale nell'apposita area,Finita l'attività di disimballaggio ripone il bancale nell'apposita area,BEH_FINITA_L_ATTIVITA_DI_DISIMBALLAGGIO_RIPONE_IL_BANCALE_NELL_814A51,Spostamenti / Trasporto / Stoccaggio,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Trasporto / percorsi / stoccaggio operativo,Caduta materiale / urto / investimento,Trasporto e percorso sicuro,2,old_family_fallback_v2,medium,behavior,24,1,Finita l'attività di disimballaggio ripone il bancale nell'apposita area,1,24,no,Spostamenti / Trasporto / Stoccaggio,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Guanti in crosta,Guanti in crosta,BEH_GUANTI_IN_CROSTA_CB9B8E,DPI mani / protezioni,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,DPI mani / guanti,Taglio / abrasione / schiacciamento mani,Uso corretto guanti,2,rule_v2,high,behavior,24,1,Guanti in crosta,1,24,no,DPI mani / protezioni,self,self,Nessun alias identificato.,
Lavora con i cassoni dei buratti privi di rifiuti (solo legnetti),Lavora con i cassoni dei buratti privi di rifiuti (solo legnetti),BEH_LAVORA_CON_I_CASSONI_DEI_BURATTI_PRIVI_DI_RIFIUTI_D06EF1,Ordine / Pulizia / 5S,Ordine / Pulizia / Housekeeping,Ordine / Pulizia / Housekeeping,Rifiuti / trucioli / sfridi / contenitori,Inciampo / taglio / contaminazione area,Raccolta e contenimento rifiuti/sfridi,3,rule_v2,high,behavior,24,1,Lavora con i cassoni dei buratti privi di rifiuti (solo legnetti),1,24,no,Ordine / Pulizia / 5S,self,self,Nessun alias identificato.,
"Le scatole sono impilate in modo stabile, ordinato","Le scatole sono impilate in modo stabile, ordinato",BEH_LE_SCATOLE_SONO_IMPILATE_IN_MODO_STABILE_ORDINATO_886407,Spostamenti / Trasporto / Stoccaggio,Stoccaggio / Materiali / Layout,Stoccaggio / Materiali / Layout,Impilamento / stabilità / perimetro,Caduta materiale / urto / schiacciamento,Stoccaggio stabile e entro perimetro,2,rule_v2,high,behavior,24,1,"Le scatole sono impilate in modo stabile, ordinato",1,24,no,Spostamenti / Trasporto / Stoccaggio,self,self,Nessun alias identificato.,
Maschera da saldatore,Maschera da saldatore,BEH_MASCHERA_DA_SALDATORE_E7D3BC,DPI occhi / viso,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,DPI occhi-viso / saldatura,Radiazioni / proiezioni / fumi,Uso maschera saldatore,1,rule_v2,high,behavior,24,1,Maschera da saldatore,1,24,no,DPI occhi / viso,self,self,Nessun alias identificato.,
Resta ad almeno 1 metro di distanza dal carrello/transpallet in uso o in movimento,Resta ad almeno 1 metro di distanza dal carrello/transpallet in uso o in movimento,BEH_RESTA_AD_ALMENO_1_METRO_DI_DISTANZA_DAL_CARRELLO_TRANSPALL_C4E003,Carrelli / Transpallet / Mezzi,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Uso carrelli/transpallet/gabbie,Urto / investimento / perdita controllo mezzo,Uso e manovra sicura mezzi manuali,2,rule_v2,high,behavior,24,1,Resta ad almeno 1 metro di distanza dal carrello/transpallet in uso o in movimento,1,24,no,Carrelli / Transpallet / Mezzi,self,self,Nessun alias identificato.,
Spinge e/o traina carichi con mezzi di movimentazione su ruote,Spinge e/o traina carichi con mezzi di movimentazione su ruote,BEH_SPINGE_E_O_TRAINA_CARICHI_CON_MEZZI_DI_MOVIMENTAZIONE_SU_R_0EA97D,Movimentazione Manuale / Ergonomia,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,rule_v2,high,behavior,24,1,Spinge e/o traina carichi con mezzi di movimentazione su ruote,1,24,no,Movimentazione Manuale / Ergonomia,self,self,Nessun alias identificato.,
Spinge il carrello,Spinge il carrello,BEH_SPINGE_IL_CARRELLO_7C0FED,Carrelli / Transpallet / Mezzi,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Uso carrelli/transpallet/gabbie,Urto / investimento / perdita controllo mezzo,Uso e manovra sicura mezzi manuali,2,rule_v2,high,behavior,24,1,Spinge il carrello,1,24,no,Carrelli / Transpallet / Mezzi,self,self,Nessun alias identificato.,
Gli spessori sono posizionati alla stessa altezza,Gli spessori sono posizionati alla stessa altezza,BEH_GLI_SPESSORI_SONO_POSIZIONATI_ALLA_STESSA_ALTEZZA_C240F4,Macchine / Sicurezze / Attrezzaggio,Stoccaggio / Materiali / Layout,Stoccaggio / Materiali / Layout,Materiali / scaffali / bancali,Caduta materiale / ingombro / urto,Stoccaggio e layout sicuro,3,rule_v2,high,behavior,23,1,Gli spessori sono posizionati alla stessa altezza,1,23,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,
"Segnali visivi, sonori e luminosi funzionanti","Segnali visivi, sonori e luminosi funzionanti",BEH_SEGNALI_VISIVI_SONORI_E_LUMINOSI_FUNZIONANTI_8C9028,Spostamenti / Trasporto / Stoccaggio,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Trasporto / percorsi / stoccaggio operativo,Caduta materiale / urto / investimento,Trasporto e percorso sicuro,2,old_family_fallback_v2,medium,behavior,23,1,"Segnali visivi, sonori e luminosi funzionanti",1,23,no,Spostamenti / Trasporto / Stoccaggio,self,self,Nessun alias identificato.,taxonomy_medium_confidence
"Umido: Nella fase di carico, alza l'ultimo pezzo di griglia con un cuneo","Umido: Nella fase di carico, alza l'ultimo pezzo di griglia con un cuneo",BEH_NELLA_FASE_DI_CARICO_ALZA_L_ULTIMO_PEZZO_DI_GRIGLIA_CON_UN_BEEE11,Carrelli / Transpallet / Mezzi,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Uso carrelli/transpallet/gabbie,Urto / investimento / perdita controllo mezzo,Uso e manovra sicura mezzi manuali,2,old_family_fallback_v2,medium,behavior,23,1,"Umido: Nella fase di carico, alza l'ultimo pezzo di griglia con un cuneo",1,23,no,Carrelli / Transpallet / Mezzi,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Usa la bottiglia per recuperare la goccia (quando soffia nel niples per liberare il canale dall'olio),Usa la bottiglia per recuperare la goccia (quando soffia nel niples per liberare il canale dall'olio),BEH_USA_LA_BOTTIGLIA_PER_RECUPERARE_LA_GOCCIA_D0047F,Produzione / Processo,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Processo produttivo / standard operativo,Urto / schiacciamento / perdita controllo processo,Standard operativo sicuro,2,old_family_fallback_v2,medium,behavior,23,1,Usa la bottiglia per recuperare la goccia (quando soffia nel niples per liberare il canale dall'olio),1,23,no,Produzione / Processo,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Interviene in area sgombra da persone,Interviene in area sgombra da persone,BEH_INTERVIENE_IN_AREA_SGOMBRA_DA_PERSONE_4C65CC,Interferenze / Coordinamento,Interferenze / Coordinamento,Interferenze / Coordinamento,Interferenza persone-attività/mezzi,Investimento / urto / accesso non controllato,Separazione aree e distanza di sicurezza,2,rule_v2,high,behavior,22,1,Interviene in area sgombra da persone,1,22,no,Interferenze / Coordinamento,self,self,Nessun alias identificato.,
L'attrezzista verifica che le colonne siano sempre allineate e infilate nel semi-stampo superiore,L'attrezzista verifica che le colonne siano sempre allineate e infilate nel semi-stampo superiore,BEH_L_ATTREZZISTA_VERIFICA_CHE_LE_COLONNE_SIANO_SEMPRE_ALLINEA_F8E617,Macchine / Sicurezze / Attrezzaggio,Interferenze / Coordinamento,Interferenze / Coordinamento,Interferenza persone-attività/mezzi,Investimento / urto / accesso non controllato,Separazione aree e distanza di sicurezza,2,rule_v2,high,behavior,22,1,L'attrezzista verifica che le colonne siano sempre allineate e infilate nel semi-stampo superiore,1,22,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,
L'operatore solleva carichi di peso inferiore a 40kg,L'operatore solleva carichi di peso inferiore a 40kg,BEH_L_OPERATORE_SOLLEVA_CARICHI_DI_PESO_INFERIORE_A_40KG_117DD3,Movimentazione Manuale / Ergonomia,Ergonomia / Movimentazione manuale,Ergonomia / Movimentazione manuale,Sollevamento / trasporto manuale carichi,Sovraccarico muscolo-scheletrico / strappo,Tecnica di sollevamento e ausili,3,rule_v2,high,behavior,22,1,L'operatore solleva carichi di peso inferiore a 40kg,1,22,no,Movimentazione Manuale / Ergonomia,self,self,Nessun alias identificato.,
La griglia della tramoggia è presente durante le operazioni di introduzione granuli,La griglia della tramoggia è presente durante le operazioni di introduzione granuli,BEH_LA_GRIGLIA_DELLA_TRAMOGGIA_E_PRESENTE_DURANTE_LE_OPERAZION_36A203,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,old_family_fallback_v2,medium,behavior,22,1,La griglia della tramoggia è presente durante le operazioni di introduzione granuli,1,22,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Resta a distanza di sicurezza dalle vasche di lavaggio,Resta a distanza di sicurezza dalle vasche di lavaggio,BEH_RESTA_A_DISTANZA_DI_SICUREZZA_DALLE_VASCHE_DI_LAVAGGIO_481A86,Chimici / Aspirazione / Lavaggi,Chimici / Aspirazione / Sostanze pericolose,Chimici / Aspirazione / Sostanze pericolose,Gestione sostanze / lavaggi / travasi,Contatto chimico / inalazione / incendio,Procedura e presidio sostanze pericolose,1,rule_v2,high,behavior,22,1,Resta a distanza di sicurezza dalle vasche di lavaggio,1,22,no,Chimici / Aspirazione / Lavaggi,self,self,Nessun alias identificato.,
Attrezzi da lavoro non in uso sono riposti,Attrezzi da lavoro non in uso sono riposti,BEH_ATTREZZI_DA_LAVORO_NON_IN_USO_SONO_RIPOSTI_F1AF39,Ordine / Pulizia / 5S,Attrezzature / Utensili / Dispositivi di presa,Attrezzature / Utensili / Dispositivi di presa,Utensili manuali / attrezzi,Taglio / puntura / urto,"Uso, stato e riposizione attrezzi",2,rule_v2,high,behavior,21,1,Attrezzi da lavoro non in uso sono riposti,1,21,no,Ordine / Pulizia / 5S,self,self,Nessun alias identificato.,
Espone il cartello di divieto d'accesso quando lavora con cianuri,Espone il cartello di divieto d'accesso quando lavora con cianuri,BEH_ESPONE_IL_CARTELLO_DI_DIVIETO_D_ACCESSO_QUANDO_LAVORA_CON__A6F02A,Chimici / Aspirazione / Lavaggi,Chimici / Aspirazione / Sostanze pericolose,Chimici / Aspirazione / Sostanze pericolose,Gestione sostanze / aspirazione / lavaggi,Contatto chimico / inalazione / incendio,Procedura e presidio sostanze pericolose,1,old_family_fallback_v2,medium,behavior,21,1,Espone il cartello di divieto d'accesso quando lavora con cianuri,1,21,no,Chimici / Aspirazione / Lavaggi,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Il cicalino del MIR è attivo,Il cicalino del MIR è attivo,BEH_IL_CICALINO_DEL_MIR_E_ATTIVO_018A37,Spostamenti / Trasporto / Stoccaggio,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Interazione pedoni-mezzi,Investimento / urto con mezzo,"Precedenza, visibilità e separazione pedoni-mezzi",1,rule_v2,high,behavior,21,1,Il cicalino del MIR è attivo,1,21,no,Spostamenti / Trasporto / Stoccaggio,self,self,Nessun alias identificato.,
Movimenta scatole con entrambe le mani,Movimenta scatole con entrambe le mani,BEH_MOVIMENTA_SCATOLE_CON_ENTRAMBE_LE_MANI_8351AA,Movimentazione Manuale / Ergonomia,Ergonomia / Movimentazione manuale,Ergonomia / Movimentazione manuale,Sollevamento / trasporto manuale carichi,Sovraccarico muscolo-scheletrico / strappo,Tecnica di sollevamento e ausili,3,rule_v2,high,behavior,21,1,Movimenta scatole con entrambe le mani,1,21,no,Movimentazione Manuale / Ergonomia,self,self,Nessun alias identificato.,
Procede al sollevamento lento prima di alzare,Procede al sollevamento lento prima di alzare,BEH_PROCEDE_AL_SOLLEVAMENTO_LENTO_PRIMA_DI_ALZARE_F56DA0,Movimentazione Manuale / Ergonomia,Ergonomia / Movimentazione manuale,Ergonomia / Movimentazione manuale,Sollevamento / trasporto manuale carichi,Sovraccarico muscolo-scheletrico / strappo,Tecnica di sollevamento e ausili,3,rule_v2,high,behavior,21,1,Procede al sollevamento lento prima di alzare,1,21,no,Movimentazione Manuale / Ergonomia,self,self,Nessun alias identificato.,
Rispetta le fasce orarie definite per la movimentazione,Rispetta le fasce orarie definite per la movimentazione,BEH_RISPETTA_LE_FASCE_ORARIE_DEFINITE_PER_LA_MOVIMENTAZIONE_620DF2,Movimentazione Manuale / Ergonomia,Ergonomia / Movimentazione manuale,Ergonomia / Movimentazione manuale,Sollevamento / trasporto manuale carichi,Sovraccarico muscolo-scheletrico / strappo,Tecnica di sollevamento e ausili,3,rule_v2,high,behavior,21,1,Rispetta le fasce orarie definite per la movimentazione,1,21,no,Movimentazione Manuale / Ergonomia,self,self,Nessun alias identificato.,
Sposta le pile di polistirolo col carrello,Sposta le pile di polistirolo col carrello,BEH_SPOSTA_LE_PILE_DI_POLISTIROLO_CON_IL_CARRELLO_29A608,Carrelli / Transpallet / Mezzi,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Uso carrelli/transpallet/gabbie,Urto / investimento / perdita controllo mezzo,Uso e manovra sicura mezzi manuali,2,rule_v2,high,behavior,21,1,Sposta le pile di polistirolo col carrello,1,21,no,Carrelli / Transpallet / Mezzi,self,self,Nessun alias identificato.,
"Umido: Nella fase di carico, carica il buratto","Umido: Nella fase di carico, carica il buratto",BEH_NELLA_FASE_DI_CARICO_CARICA_IL_BURATTO_217872,Carrelli / Transpallet / Mezzi,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Uso carrelli/transpallet/gabbie,Urto / investimento / perdita controllo mezzo,Uso e manovra sicura mezzi manuali,2,old_family_fallback_v2,medium,behavior,21,1,"Umido: Nella fase di carico, carica il buratto",1,21,no,Carrelli / Transpallet / Mezzi,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Caschetto o berretto antiurto,Caschetto o berretto antiurto,BEH_CASCHETTO_O_BERRETTO_ANTIURTO_C64DD0,DPI / Abbigliamento,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,Abbigliamento / protezione personale,Esposizione personale non protetta,Uso DPI/abbigliamento idoneo,2,old_family_fallback_v2,medium,behavior,20,1,Caschetto o berretto antiurto,1,20,no,DPI / Abbigliamento,self,self,Nessun alias identificato.,taxonomy_medium_confidence
"Delimita l'area, per evitare che altro personale si avvicini alla macchina e al pavimento scivoloso","Delimita l'area, per evitare che altro personale si avvicini alla macchina e al pavimento scivoloso",BEH_DELIMITA_L_AREA_PER_EVITARE_CHE_ALTRO_PERSONALE_SI_AVVICIN_D93928,Ordine / Pulizia / 5S,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,rule_v2,high,behavior,20,1,"Delimita l'area, per evitare che altro personale si avvicini alla macchina e al pavimento scivoloso",1,20,no,Ordine / Pulizia / 5S,self,self,Nessun alias identificato.,
I cartoni in magazzino e confezionamento sono in pile di 9 per gli astucci e 4 per le scatole,I cartoni in magazzino e confezionamento sono in pile di 9 per gli astucci e 4 per le scatole,BEH_I_CARTONI_IN_MAGAZZINO_E_CONFEZIONAMENTO_SONO_IN_PILE_DI_9_38A575,Spostamenti / Trasporto / Stoccaggio,Stoccaggio / Materiali / Layout,Stoccaggio / Materiali / Layout,Materiali / scaffali / bancali,Caduta materiale / ingombro / urto,Stoccaggio e layout sicuro,3,rule_v2,high,behavior,20,1,I cartoni in magazzino e confezionamento sono in pile di 9 per gli astucci e 4 per le scatole,1,20,no,Spostamenti / Trasporto / Stoccaggio,self,self,Nessun alias identificato.,
In fase di disattrezzaggio lavora con lo stampo privo di componenti di collegamento con la pressa,In fase di disattrezzaggio lavora con lo stampo privo di componenti di collegamento con la pressa,BEH_IN_FASE_DI_DISATTREZZAGGIO_LAVORA_CON_LO_STAMPO_PRIVO_DI_C_4CAD4B,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,rule_v2,high,behavior,20,1,In fase di disattrezzaggio lavora con lo stampo privo di componenti di collegamento con la pressa,1,20,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,
La lama rientra nel cutter a fine taglio,La lama rientra nel cutter a fine taglio,BEH_LA_LAMA_RIENTRA_NEL_CUTTER_A_FINE_TAGLIO_752516,Utensili / Taglio / Aria Compressa,Attrezzature / Utensili / Dispositivi di presa,Attrezzature / Utensili / Dispositivi di presa,Taglio / lame / reggette,Taglio / effetto frusta / proiezione,Uso corretto utensile da taglio e distanza sicurezza,2,rule_v2,high,behavior,20,1,La lama rientra nel cutter a fine taglio,1,20,no,Utensili / Taglio / Aria Compressa,self,self,Nessun alias identificato.,
Lavora con carrello posizionato vicino all'area di lavoro con freno inserito,Lavora con carrello posizionato vicino all'area di lavoro con freno inserito,BEH_LAVORA_CON_CARRELLO_POSIZIONATO_VICINO_ALL_AREA_DI_LAVORO__6E4938,Carrelli / Transpallet / Mezzi,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Uso carrelli/transpallet/gabbie,Urto / investimento / perdita controllo mezzo,Uso e manovra sicura mezzi manuali,2,rule_v2,high,behavior,20,1,Lavora con carrello posizionato vicino all'area di lavoro con freno inserito,1,20,no,Carrelli / Transpallet / Mezzi,self,self,Nessun alias identificato.,
Regola l'altezza del gancio per prelevare sotto la spalla,Regola l'altezza del gancio per prelevare sotto la spalla,BEH_REGOLA_L_ALTEZZA_DEL_GANCIO_PER_PRELEVARE_SOTTO_LA_SPALLA_0C2278,Macchine / Sicurezze / Attrezzaggio,Attrezzature / Utensili / Dispositivi di presa,Attrezzature / Utensili / Dispositivi di presa,Ganci / telai / morsetti / golfari,Caduta materiale / schiacciamento,"Stato, fissaggio e uso corretto dispositivi di presa",2,rule_v2,high,behavior,20,1,Regola l'altezza del gancio per prelevare sotto la spalla,1,20,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,
Usa equipaggiamento integro per lavori elettrici su apparecchi in tensione,Usa equipaggiamento integro per lavori elettrici su apparecchi in tensione,BEH_USA_EQUIPAGGIAMENTO_INTEGRO_PER_LAVORI_ELETTRICI_SU_APPARE_D69F9C,Lavori Speciali / Accessi,Accessi / Scale / Lavori in quota,Accessi / Scale / Lavori in quota,Accessi / lavori speciali,Caduta dall’alto / esposizione critica,Permesso/accesso sicuro e DPI dedicati,1,old_family_fallback_v2,medium,behavior,20,1,Usa equipaggiamento integro per lavori elettrici su apparecchi in tensione,1,20,no,Lavori Speciali / Accessi,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Guanti in PVA,Guanti in PVA,BEH_GUANTI_IN_PVA_C2C8DD,DPI mani / protezioni,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,DPI mani / guanti,Taglio / abrasione / schiacciamento mani,Uso corretto guanti,2,rule_v2,high,behavior,19,1,Guanti in PVA,1,19,no,DPI mani / protezioni,self,self,Nessun alias identificato.,
Il kit di lavaggio oculare é visibile e raggiungibili,Il kit di lavaggio oculare é visibile e raggiungibili,BEH_IL_KIT_DI_LAVAGGIO_OCULARE_E_VISIBILE_E_RAGGIUNGIBILI_008D33,Emergenza / Elettrico / Vie di fuga,Elettrico / Emergenza / Vie di fuga,Elettrico / Emergenza / Vie di fuga,Presidi di emergenza / primo intervento,Mancata disponibilità presidio emergenza,Accessibilità presidio emergenza,2,rule_v2,high,behavior,11,1,Il kit di lavaggio oculare é visibile e raggiungibili,2,19,no,Emergenza / Elettrico / Vie di fuga,normalized_exact,high,"Accorpamento per normalizzazione di punteggiatura, parentesi, slash, accenti o suffissi reparto.",
